,B,Epithelial,Macrophages,Mast,NK,Neutrophil,Plasma,T,mDC
IFRD1,0.21428571428571427,0.5945945945945946,0.2975517890772128,0.25,0.1875,0.08,0.0,0.16927899686520376,0.35714285714285715
FAAP20,0.2857142857142857,0.4918918918918919,0.2806026365348399,0.0,0.1625,0.1,0.25,0.1833855799373041,0.2857142857142857
SEC22B,0.21428571428571427,0.41081081081081083,0.19303201506591336,0.0,0.1375,0.12,0.5,0.13949843260188088,0.07142857142857142
LSM1,0.32142857142857145,0.4540540540540541,0.23728813559322035,0.25,0.1375,0.04,0.0,0.19905956112852666,0.14285714285714285
SMIM10L1,0.2857142857142857,0.3945945945945946,0.19397363465160075,0.25,0.1,0.04,0.0,0.13009404388714735,0.07142857142857142
TRMT61A,0.07142857142857142,0.11891891891891893,0.0480225988700565,0.0,0.025,0.0,0.0,0.03134796238244514,0.07142857142857142
SLC25A12,0.10714285714285714,0.14054054054054055,0.004708097928436911,0.0,0.0875,0.0,0.0,0.08620689655172414,0.0
LMAN2L,0.0,0.16756756756756758,0.032015065913371,0.125,0.0375,0.0,0.0,0.018808777429467086,0.0
RNFT1-DT,0.0,0.02702702702702703,0.013182674199623353,0.0,0.0,0.0,0.0,0.003134796238244514,0.0
BRAF,0.14285714285714285,0.21621621621621623,0.0856873822975518,0.125,0.0625,0.0,0.0,0.07053291536050156,0.21428571428571427
FAM92A,0.0,0.1945945945945946,0.004708097928436911,0.0,0.0125,0.0,0.0,0.006269592476489028,0.0
TCEAL8,0.03571428571428571,0.40540540540540543,0.14124293785310735,0.125,0.15,0.02,0.0,0.09717868338557993,0.21428571428571427
AQP3,0.0,0.9081081081081082,0.017890772128060263,0.0,0.075,0.0,0.25,0.3667711598746082,0.07142857142857142
THADA,0.03571428571428571,0.1891891891891892,0.04990583804143126,0.0,0.0625,0.0,0.0,0.08307210031347963,0.0
AC004988.1,0.0,0.0,0.07721280602636535,0.0,0.0,0.02,0.0,0.0,0.0
LIN9,0.03571428571428571,0.03783783783783784,0.0009416195856873823,0.0,0.0125,0.0,0.0,0.014106583072100314,0.0
NUMBL,0.0,0.17297297297297298,0.010357815442561206,0.0,0.0,0.0,0.0,0.009404388714733543,0.0
CHKB-DT,0.0,0.02702702702702703,0.010357815442561206,0.0,0.0,0.0,0.0,0.004702194357366771,0.0
SNX1,0.21428571428571427,0.44324324324324327,0.5979284369114878,0.25,0.1375,0.26,0.0,0.15987460815047022,0.07142857142857142
KIF2C,0.0,0.010810810810810811,0.0,0.0,0.0,0.0,0.0,0.012539184952978056,0.0
ANKRD36B,0.14285714285714285,0.21621621621621623,0.011299435028248588,0.0,0.05,0.02,0.0,0.07993730407523511,0.07142857142857142
ZNF736,0.14285714285714285,0.10270270270270271,0.015065913370998116,0.0,0.0125,0.0,0.0,0.018808777429467086,0.0
CDS1,0.0,0.4972972972972973,0.010357815442561206,0.0,0.0,0.0,0.0,0.001567398119122257,0.0
SGTA,0.07142857142857142,0.3081081081081081,0.192090395480226,0.125,0.0375,0.06,0.0,0.08307210031347963,0.07142857142857142
BLMH,0.14285714285714285,0.03783783783783784,0.10451977401129943,0.375,0.125,0.02,0.0,0.13322884012539185,0.14285714285714285
RB1,0.25,0.22702702702702704,0.2645951035781544,0.125,0.025,0.12,0.0,0.10188087774294671,0.2857142857142857
NDUFB2,0.8214285714285714,0.8486486486486486,0.783427495291902,0.5,0.45,0.32,0.25,0.4890282131661442,0.42857142857142855
CALCOCO1,0.14285714285714285,0.4864864864864865,0.05743879472693032,0.125,0.175,0.02,0.0,0.12539184952978055,0.0
AC099063.4,0.03571428571428571,0.05405405405405406,0.003766478342749529,0.0,0.05,0.0,0.0,0.04075235109717868,0.0
KBTBD2,0.07142857142857142,0.1945945945945946,0.1064030131826742,0.0,0.0625,0.06,0.0,0.061128526645768025,0.07142857142857142
ALDH6A1,0.0,0.10810810810810811,0.02824858757062147,0.125,0.025,0.0,0.0,0.025078369905956112,0.0
METTL8,0.0,0.07567567567567568,0.04519774011299435,0.0,0.025,0.02,0.0,0.029780564263322883,0.07142857142857142
ARHGAP18,0.07142857142857142,0.6864864864864865,0.4670433145009416,0.75,0.075,0.1,0.0,0.07993730407523511,0.2857142857142857
CRELD2,0.21428571428571427,0.372972972972973,0.2975517890772128,0.0,0.175,0.02,0.0,0.1426332288401254,0.07142857142857142
DUSP18,0.07142857142857142,0.1945945945945946,0.05367231638418079,0.0,0.0625,0.04,0.0,0.0438871473354232,0.0
TRAPPC2B,0.17857142857142858,0.5297297297297298,0.22128060263653485,0.25,0.0875,0.08,0.0,0.11285266457680251,0.14285714285714285
RCN3,0.0,0.03783783783783784,0.14030131826741996,0.0,0.0,0.02,0.0,0.0,0.07142857142857142
A1BG-AS1,0.03571428571428571,0.016216216216216217,0.013182674199623353,0.0,0.0125,0.0,0.0,0.03134796238244514,0.07142857142857142
IRAK1BP1,0.0,0.07027027027027027,0.0,0.0,0.025,0.0,0.0,0.001567398119122257,0.0
AKNA,0.35714285714285715,0.22702702702702704,0.15819209039548024,0.375,0.425,0.06,0.25,0.3072100313479624,0.21428571428571427
AC092747.4,0.0,0.0918918918918919,0.01224105461393597,0.0,0.0625,0.0,0.0,0.0109717868338558,0.0
PTCD2,0.0,0.043243243243243246,0.006591337099811676,0.0,0.0,0.0,0.0,0.009404388714733543,0.0
RNF123,0.10714285714285714,0.13513513513513514,0.023540489642184557,0.0,0.0375,0.02,0.0,0.03605015673981191,0.0
PPARGC1B,0.03571428571428571,0.032432432432432434,0.009416195856873822,0.0,0.0,0.0,0.0,0.004702194357366771,0.07142857142857142
SS18L1,0.07142857142857142,0.12972972972972974,0.03672316384180791,0.0,0.0,0.0,0.0,0.01567398119122257,0.0
ZNF91,0.07142857142857142,0.32972972972972975,0.0423728813559322,0.375,0.075,0.0,0.0,0.08463949843260188,0.07142857142857142
ZNF526,0.03571428571428571,0.05945945945945946,0.026365348399246705,0.125,0.05,0.0,0.25,0.02821316614420063,0.07142857142857142
C2CD2,0.03571428571428571,0.13513513513513514,0.009416195856873822,0.0,0.0125,0.0,0.0,0.017241379310344827,0.0
RPS7,1.0,0.9621621621621622,0.9190207156308852,1.0,1.0,0.56,1.0,0.9858934169278997,0.9285714285714286
ZNF789,0.0,0.05405405405405406,0.00847457627118644,0.0,0.0,0.0,0.0,0.01567398119122257,0.0
IPPK,0.07142857142857142,0.15135135135135136,0.03295668549905838,0.0,0.025,0.02,0.0,0.034482758620689655,0.0
AL035413.1,0.03571428571428571,0.03783783783783784,0.009416195856873822,0.0,0.0125,0.0,0.0,0.009404388714733543,0.0
DHRS13,0.07142857142857142,0.08648648648648649,0.003766478342749529,0.0,0.025,0.0,0.0,0.06739811912225706,0.14285714285714285
SRD5A3,0.03571428571428571,0.5351351351351351,0.04143126177024482,0.125,0.0125,0.0,0.0,0.007836990595611285,0.14285714285714285
AC083862.2,0.03571428571428571,0.032432432432432434,0.017890772128060263,0.0,0.0,0.02,0.25,0.02037617554858934,0.0
CERK,0.03571428571428571,0.08108108108108109,0.05084745762711865,0.0,0.0875,0.12,0.25,0.11755485893416928,0.07142857142857142
MTMR11,0.0,0.13513513513513514,0.031073446327683617,0.0,0.0,0.0,0.0,0.004702194357366771,0.0
SKP1,0.7857142857142857,0.9351351351351351,0.7429378531073446,1.0,0.6375,0.26,0.25,0.677115987460815,0.8571428571428571
STARD9,0.0,0.04864864864864865,0.004708097928436911,0.0,0.025,0.0,0.0,0.007836990595611285,0.0
RPP40,0.0,0.032432432432432434,0.011299435028248588,0.0,0.0125,0.0,0.0,0.0109717868338558,0.0
MTERF4,0.17857142857142858,0.22162162162162163,0.054613935969868174,0.0,0.0875,0.02,0.0,0.16927899686520376,0.0
ZDHHC20,0.14285714285714285,0.2648648648648649,0.2457627118644068,0.0,0.1125,0.12,0.0,0.08463949843260188,0.07142857142857142
ABCA1,0.0,0.03783783783783784,0.3408662900188324,0.0,0.0,0.14,0.0,0.001567398119122257,0.07142857142857142
CNIH3,0.03571428571428571,0.03783783783783784,0.0018832391713747645,0.0,0.0125,0.0,0.0,0.004702194357366771,0.0
ZNF277,0.07142857142857142,0.23783783783783785,0.12052730696798493,0.125,0.0625,0.08,0.5,0.13009404388714735,0.21428571428571427
ERCC1,0.32142857142857145,0.42162162162162165,0.224105461393597,0.0,0.075,0.06,0.0,0.061128526645768025,0.14285714285714285
EIF2S2,0.5714285714285714,0.8864864864864865,0.6346516007532956,0.375,0.3,0.24,0.0,0.3510971786833856,0.42857142857142855
TBCD,0.03571428571428571,0.24864864864864866,0.0687382297551789,0.25,0.2125,0.0,0.0,0.12225705329153605,0.0
TSPAN15,0.0,0.43243243243243246,0.002824858757062147,0.0,0.0125,0.0,0.0,0.047021943573667714,0.0
VPS25,0.07142857142857142,0.4810810810810811,0.1544256120527307,0.25,0.0375,0.06,0.25,0.07210031347962383,0.07142857142857142
SLC9A8,0.07142857142857142,0.31351351351351353,0.09981167608286252,0.125,0.0375,0.06,0.0,0.05799373040752351,0.0
HSPA1L,0.0,0.010810810810810811,0.003766478342749529,0.0,0.0,0.0,0.0,0.025078369905956112,0.0
C3ORF58,0.03571428571428571,0.0972972972972973,0.0856873822975518,0.0,0.0375,0.02,0.0,0.04075235109717868,0.2857142857142857
TADA2B,0.0,0.1891891891891892,0.0696798493408663,0.0,0.0375,0.0,0.0,0.02821316614420063,0.07142857142857142
IRF2BPL,0.10714285714285714,0.3783783783783784,0.17796610169491525,0.125,0.1625,0.08,0.0,0.109717868338558,0.07142857142857142
MAN1C1,0.0,0.10810810810810811,0.011299435028248588,0.0,0.0,0.02,0.0,0.01567398119122257,0.0
STN1,0.03571428571428571,0.4540540540540541,0.027306967984934087,0.125,0.0875,0.0,0.25,0.10815047021943573,0.07142857142857142
PLEK2,0.0,0.2594594594594595,0.007532956685499058,0.0,0.0,0.0,0.0,0.001567398119122257,0.0
PODXL,0.0,0.6432432432432432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PML,0.39285714285714285,0.7189189189189189,0.5037664783427496,0.625,0.3125,0.24,0.25,0.24608150470219436,0.5714285714285714
SYNGR1,0.07142857142857142,0.24324324324324326,0.005649717514124294,0.0,0.1,0.0,0.0,0.009404388714733543,0.14285714285714285
PLAA,0.10714285714285714,0.32972972972972975,0.16666666666666666,0.125,0.05,0.02,0.0,0.07993730407523511,0.14285714285714285
PIGG,0.14285714285714285,0.31351351351351353,0.04990583804143126,0.125,0.0875,0.06,0.0,0.07523510971786834,0.14285714285714285
LINC01637,0.0,0.02702702702702703,0.02919020715630885,0.0,0.0,0.0,0.0,0.001567398119122257,0.07142857142857142
POLR2J3-1,0.14285714285714285,0.2810810810810811,0.08662900188323917,0.25,0.1,0.04,0.25,0.07836990595611286,0.2857142857142857
BCLAF1,0.25,0.5891891891891892,0.2627118644067797,0.75,0.3875,0.14,0.25,0.3620689655172414,0.35714285714285715
MAGEF1,0.03571428571428571,0.42162162162162165,0.013182674199623353,0.125,0.075,0.02,0.0,0.03761755485893417,0.07142857142857142
RIMKLB,0.10714285714285714,0.2702702702702703,0.05555555555555555,0.125,0.05,0.02,0.0,0.02821316614420063,0.07142857142857142
TESK2,0.07142857142857142,0.08108108108108109,0.04048964218455744,0.125,0.0125,0.0,0.0,0.023510971786833857,0.07142857142857142
AP4E1,0.17857142857142858,0.15675675675675677,0.026365348399246705,0.0,0.025,0.06,0.0,0.03134796238244514,0.0
PUSL1,0.03571428571428571,0.22162162162162163,0.032015065913371,0.0,0.0625,0.0,0.0,0.03605015673981191,0.0
CLPTM1,0.21428571428571427,0.4702702702702703,0.20998116760828625,0.25,0.05,0.06,0.0,0.10031347962382445,0.21428571428571427
SSH3,0.0,0.21621621621621623,0.023540489642184557,0.0,0.0125,0.06,0.0,0.0219435736677116,0.0
RAB40C,0.03571428571428571,0.3675675675675676,0.017890772128060263,0.0,0.0,0.0,0.25,0.0219435736677116,0.0
UBXN6,0.14285714285714285,0.3891891891891892,0.13088512241054615,0.125,0.05,0.02,0.0,0.05329153605015674,0.14285714285714285
NDST1,0.03571428571428571,0.12972972972972974,0.08757062146892655,0.0,0.0,0.0,0.0,0.0,0.0
GBE1,0.0,0.0918918918918919,0.035781544256120526,0.125,0.0125,0.02,0.0,0.007836990595611285,0.21428571428571427
FBXO3,0.07142857142857142,0.2,0.030131826741996232,0.0,0.1125,0.0,0.0,0.08307210031347963,0.0
MAML2,0.10714285714285714,0.25405405405405407,0.24670433145009416,0.25,0.125,0.14,0.0,0.09247648902821316,0.2857142857142857
MNS1,0.0,0.11891891891891893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPP1,0.0,0.032432432432432434,0.2900188323917137,0.0,0.0125,0.06,0.0,0.007836990595611285,0.07142857142857142
BIK,0.14285714285714285,0.7189189189189189,0.0160075329566855,0.0,0.0375,0.0,0.0,0.03761755485893417,0.07142857142857142
MSMO1,0.32142857142857145,0.6108108108108108,0.0423728813559322,0.0,0.075,0.0,0.0,0.109717868338558,0.14285714285714285
IARS2,0.17857142857142858,0.34594594594594597,0.06779661016949153,0.0,0.0625,0.0,0.0,0.07366771159874608,0.0
SOD2,0.25,0.572972972972973,0.696798493408663,0.25,0.05,0.54,0.25,0.25862068965517243,0.2857142857142857
COX6C,0.6428571428571429,0.9297297297297298,0.7476459510357816,0.75,0.5625,0.44,0.25,0.658307210031348,0.5714285714285714
AL512625.3,0.10714285714285714,0.10270270270270271,0.03389830508474576,0.0,0.0125,0.0,0.0,0.03918495297805643,0.0
IKBIP,0.17857142857142858,0.05405405405405406,0.08097928436911488,0.125,0.0625,0.02,0.0,0.10188087774294671,0.07142857142857142
NOA1,0.17857142857142858,0.3027027027027027,0.03295668549905838,0.125,0.0625,0.02,0.0,0.0768025078369906,0.0
TAF6,0.10714285714285714,0.2594594594594595,0.054613935969868174,0.0,0.1,0.04,0.25,0.0877742946708464,0.07142857142857142
RFX7,0.0,0.08648648648648649,0.004708097928436911,0.0,0.0125,0.0,0.0,0.03134796238244514,0.0
PDS5A,0.25,0.3783783783783784,0.1657250470809793,0.125,0.0875,0.04,0.25,0.14890282131661442,0.07142857142857142
TKFC,0.03571428571428571,0.16216216216216217,0.035781544256120526,0.0,0.0125,0.0,0.0,0.02664576802507837,0.0
LYPLAL1,0.32142857142857145,0.2864864864864865,0.07909604519774012,0.0,0.0625,0.0,0.25,0.048589341692789965,0.14285714285714285
SNX9,0.32142857142857145,0.5297297297297298,0.21563088512241055,0.25,0.1125,0.0,0.0,0.2006269592476489,0.21428571428571427
FLNA,0.10714285714285714,0.3675675675675676,0.7410546139359698,0.25,0.4125,0.42,0.0,0.4216300940438871,0.5
IFT27,0.07142857142857142,0.35135135135135137,0.05649717514124294,0.0,0.0375,0.0,0.0,0.0438871473354232,0.0
APOBEC3A,0.0,0.4,0.847457627118644,0.0,0.05,0.64,0.0,0.018808777429467086,0.0
GPR157,0.0,0.15135135135135136,0.015065913370998116,0.0,0.0125,0.0,0.0,0.004702194357366771,0.42857142857142855
ZNF85,0.0,0.05405405405405406,0.00847457627118644,0.0,0.025,0.0,0.0,0.012539184952978056,0.0
PMVK,0.21428571428571427,0.2972972972972973,0.11958568738229755,0.125,0.0375,0.0,0.25,0.10188087774294671,0.0
RNMT,0.17857142857142858,0.35135135135135137,0.1591337099811676,0.25,0.1,0.04,0.0,0.13166144200626959,0.35714285714285715
DYNLRB1,0.5357142857142857,0.918918918918919,0.704331450094162,0.625,0.3,0.34,0.25,0.43573667711598746,0.7857142857142857
TCAIM,0.07142857142857142,0.2810810810810811,0.04143126177024482,0.0,0.0,0.0,0.0,0.03761755485893417,0.07142857142857142
GTF2H2,0.07142857142857142,0.08108108108108109,0.07156308851224105,0.0,0.0,0.0,0.0,0.023510971786833857,0.07142857142857142
BRAT1,0.10714285714285714,0.1945945945945946,0.064030131826742,0.125,0.075,0.02,0.0,0.09247648902821316,0.21428571428571427
STK3,0.03571428571428571,0.1891891891891892,0.11770244821092278,0.0,0.0,0.02,0.0,0.02821316614420063,0.14285714285714285
UNG,0.07142857142857142,0.0918918918918919,0.005649717514124294,0.125,0.0375,0.0,0.0,0.07366771159874608,0.07142857142857142
ZXDB,0.0,0.11891891891891893,0.002824858757062147,0.125,0.0125,0.0,0.0,0.017241379310344827,0.0
ABRACL,0.5714285714285714,0.7297297297297297,0.6384180790960452,0.5,0.3,0.4,0.25,0.5203761755485894,0.2857142857142857
FIBP,0.39285714285714285,0.5027027027027027,0.3531073446327684,0.375,0.125,0.16,0.0,0.1896551724137931,0.2857142857142857
PSMD6-AS2,0.0,0.04864864864864865,0.009416195856873822,0.0,0.0,0.0,0.0,0.014106583072100314,0.0
CDC5L,0.10714285714285714,0.4486486486486487,0.16666666666666666,0.25,0.0875,0.14,0.0,0.11442006269592477,0.21428571428571427
PAXX,0.10714285714285714,0.2864864864864865,0.11770244821092278,0.0,0.5625,0.04,0.25,0.5454545454545454,0.2857142857142857
YDJC,0.2857142857142857,0.2864864864864865,0.08380414312617702,0.125,0.1625,0.04,0.0,0.13949843260188088,0.21428571428571427
GART,0.17857142857142858,0.23243243243243245,0.15630885122410546,0.125,0.0875,0.02,0.25,0.09404388714733543,0.14285714285714285
RPS14,1.0,0.9675675675675676,0.9444444444444444,0.875,1.0,0.66,1.0,0.9984326018808778,0.9285714285714286
NLRX1,0.0,0.08648648648648649,0.01694915254237288,0.0,0.0125,0.0,0.0,0.014106583072100314,0.0
ARID4B,0.42857142857142855,0.6702702702702703,0.2966101694915254,0.625,0.375,0.22,0.0,0.43103448275862066,0.35714285714285715
MED10,0.2857142857142857,0.6108108108108108,0.256120527306968,0.25,0.4,0.08,0.5,0.34169278996865204,0.35714285714285715
PPP1R14C,0.0,0.2702702702702703,0.003766478342749529,0.0,0.0,0.0,0.0,0.0,0.0
GNB5,0.21428571428571427,0.16756756756756758,0.010357815442561206,0.0,0.0125,0.0,0.0,0.09561128526645768,0.07142857142857142
TNFRSF10B,0.03571428571428571,0.25405405405405407,0.08192090395480225,0.125,0.0125,0.06,0.25,0.05642633228840126,0.14285714285714285
ATP7A,0.0,0.0972972972972973,0.026365348399246705,0.0,0.0625,0.0,0.0,0.03761755485893417,0.14285714285714285
PLCB2,0.07142857142857142,0.016216216216216217,0.06591337099811675,0.0,0.05,0.0,0.0,0.07836990595611286,0.0
ZNF680,0.03571428571428571,0.22162162162162163,0.030131826741996232,0.125,0.0125,0.0,0.0,0.012539184952978056,0.0
CENPBD1,0.03571428571428571,0.13513513513513514,0.03389830508474576,0.0,0.0,0.02,0.0,0.02037617554858934,0.07142857142857142
KPNA1,0.14285714285714285,0.3783783783783784,0.12429378531073447,0.125,0.0875,0.02,0.0,0.09717868338557993,0.14285714285714285
DIP2A,0.10714285714285714,0.41081081081081083,0.0800376647834275,0.125,0.3625,0.04,0.0,0.2413793103448276,0.0
PRSS21,0.07142857142857142,0.04864864864864865,0.0018832391713747645,0.0,0.0,0.0,0.0,0.014106583072100314,0.0
ZNF582,0.0,0.021621621621621623,0.009416195856873822,0.125,0.025,0.0,0.0,0.007836990595611285,0.0
BLOC1S4,0.32142857142857145,0.40540540540540543,0.1384180790960452,0.125,0.1625,0.06,0.25,0.2084639498432602,0.21428571428571427
TTC39C,0.2857142857142857,0.32972972972972975,0.05084745762711865,0.0,0.2375,0.0,0.25,0.4153605015673981,0.07142857142857142
STK17B,0.5357142857142857,0.5513513513513514,0.4745762711864407,0.75,0.55,0.4,0.0,0.5815047021943573,0.42857142857142855
CPT1B,0.0,0.06486486486486487,0.04331450094161959,0.0,0.0125,0.0,0.0,0.02664576802507837,0.0
USP14,0.17857142857142858,0.41081081081081083,0.1854990583804143,0.0,0.125,0.06,0.0,0.109717868338558,0.07142857142857142
WEE1,0.14285714285714285,0.6108108108108108,0.01224105461393597,0.125,0.0375,0.0,0.25,0.032915360501567396,0.0
AP002807.1,0.0,0.14594594594594595,0.03483992467043315,0.0,0.0,0.0,0.0,0.012539184952978056,0.0
NPM3,0.17857142857142858,0.10270270270270271,0.04519774011299435,0.125,0.05,0.0,0.0,0.03918495297805643,0.07142857142857142
DGKH,0.03571428571428571,0.4,0.046139359698681735,0.0,0.0375,0.06,0.0,0.08620689655172414,0.07142857142857142
AL450326.1,0.0,0.0,0.01224105461393597,0.0,0.0125,0.0,0.0,0.0109717868338558,0.0
MYO1E,0.14285714285714285,0.4918918918918919,0.2335216572504708,0.0,0.0125,0.1,0.0,0.001567398119122257,0.2857142857142857
SUV39H1,0.0,0.02702702702702703,0.006591337099811676,0.0,0.025,0.0,0.0,0.017241379310344827,0.0
C11ORF98,0.10714285714285714,0.32432432432432434,0.16101694915254236,0.125,0.1125,0.1,0.25,0.1238244514106583,0.0
ENTR1,0.03571428571428571,0.13513513513513514,0.051789077212806026,0.0,0.0125,0.04,0.0,0.02664576802507837,0.07142857142857142
UNC50,0.10714285714285714,0.5513513513513514,0.18361581920903955,0.125,0.0875,0.06,0.25,0.08307210031347963,0.0
EEF1AKMT3,0.0,0.03783783783783784,0.01224105461393597,0.0,0.0,0.0,0.0,0.007836990595611285,0.0
CCDC65,0.0,0.11891891891891893,0.0,0.0,0.025,0.0,0.0,0.003134796238244514,0.0
RRAS2,0.07142857142857142,0.5405405405405406,0.0018832391713747645,0.0,0.1125,0.0,0.0,0.054858934169279,0.0
SYS1,0.07142857142857142,0.3621621621621622,0.17231638418079095,0.125,0.0375,0.06,0.0,0.08620689655172414,0.14285714285714285
XPO4,0.14285714285714285,0.0972972972972973,0.02919020715630885,0.0,0.075,0.0,0.0,0.109717868338558,0.0
CTSH,0.7857142857142857,0.5297297297297298,0.7024482109227872,0.0,0.025,0.42,0.5,0.12695924764890282,0.7857142857142857
IER5,0.14285714285714285,0.4756756756756757,0.5414312617702448,0.25,0.1,0.32,0.25,0.0768025078369906,0.21428571428571427
G2E3,0.03571428571428571,0.0918918918918919,0.051789077212806026,0.125,0.0625,0.04,0.0,0.07053291536050156,0.07142857142857142
FAM206A,0.0,0.2594594594594595,0.046139359698681735,0.0,0.0125,0.04,0.0,0.02037617554858934,0.0
BPTF,0.39285714285714285,0.5243243243243243,0.14500941619585686,0.25,0.325,0.04,0.0,0.22727272727272727,0.07142857142857142
CCDC82,0.14285714285714285,0.3081081081081081,0.1440677966101695,0.5,0.15,0.06,0.25,0.11128526645768025,0.07142857142857142
ZSCAN12,0.0,0.016216216216216217,0.004708097928436911,0.0,0.0125,0.0,0.0,0.0109717868338558,0.0
SEC23A,0.03571428571428571,0.23783783783783785,0.15065913370998116,0.125,0.0625,0.06,0.0,0.09717868338557993,0.0
RFC5,0.03571428571428571,0.043243243243243246,0.011299435028248588,0.0,0.0125,0.0,0.0,0.02821316614420063,0.0
CUL4B,0.07142857142857142,0.23243243243243245,0.046139359698681735,0.0,0.0625,0.08,0.25,0.061128526645768025,0.0
NIT2,0.25,0.43243243243243246,0.10263653483992467,0.125,0.1,0.02,0.0,0.1677115987460815,0.0
CYBA,0.8571428571428571,0.8972972972972973,0.9915254237288136,0.625,0.9125,0.84,0.25,0.8667711598746082,0.6428571428571429
ELOVL5,0.35714285714285715,0.5027027027027027,0.1807909604519774,0.5,0.2,0.04,0.25,0.3166144200626959,0.5714285714285714
ATF2,0.21428571428571427,0.1837837837837838,0.1327683615819209,0.25,0.0875,0.08,0.0,0.09717868338557993,0.14285714285714285
HIST1H4E,0.0,0.05405405405405406,0.004708097928436911,0.0,0.0,0.0,0.0,0.0,0.0
MTERF2,0.03571428571428571,0.04864864864864865,0.0018832391713747645,0.0,0.025,0.0,0.0,0.007836990595611285,0.0
STRBP,0.25,0.40540540540540543,0.010357815442561206,0.25,0.0125,0.02,0.0,0.018808777429467086,0.21428571428571427
IFT140,0.0,0.14054054054054055,0.0009416195856873823,0.0,0.0,0.0,0.0,0.009404388714733543,0.0
GIGYF1,0.07142857142857142,0.15675675675675677,0.07627118644067797,0.125,0.0125,0.0,0.0,0.054858934169279,0.0
AC093157.1,0.03571428571428571,0.07027027027027027,0.010357815442561206,0.0,0.0375,0.0,0.0,0.03761755485893417,0.0
RABL3,0.0,0.16216216216216217,0.054613935969868174,0.0,0.025,0.0,0.0,0.03605015673981191,0.14285714285714285
ARHGEF28,0.0,0.40540540540540543,0.0009416195856873823,0.0,0.0,0.0,0.0,0.001567398119122257,0.0
FAM213A,0.10714285714285714,0.41621621621621624,0.02824858757062147,0.0,0.0,0.0,0.0,0.006269592476489028,0.0
ZNF446,0.0,0.11351351351351352,0.007532956685499058,0.0,0.0,0.0,0.0,0.014106583072100314,0.0
RAB11FIP2,0.03571428571428571,0.10270270270270271,0.04048964218455744,0.0,0.0125,0.0,0.0,0.029780564263322883,0.0
G3BP2,0.25,0.40540540540540543,0.15065913370998116,0.125,0.45,0.06,0.75,0.390282131661442,0.21428571428571427
USP54,0.0,0.3783783783783784,0.004708097928436911,0.0,0.0,0.0,0.0,0.001567398119122257,0.0
MOAP1,0.03571428571428571,0.11891891891891893,0.03389830508474576,0.0,0.05,0.0,0.25,0.06269592476489028,0.07142857142857142
THUMPD2,0.10714285714285714,0.1891891891891892,0.09698681732580038,0.125,0.025,0.12,0.0,0.03918495297805643,0.0
SPINT1-AS1,0.0,0.654054054054054,0.004708097928436911,0.0,0.0,0.0,0.0,0.001567398119122257,0.0
RAD1,0.07142857142857142,0.13513513513513514,0.03483992467043315,0.125,0.0125,0.04,0.0,0.047021943573667714,0.07142857142857142
UFSP2,0.03571428571428571,0.25405405405405407,0.05273069679849341,0.0,0.0875,0.02,0.25,0.05956112852664577,0.0
BIVM,0.0,0.07567567567567568,0.004708097928436911,0.0,0.0125,0.0,0.0,0.012539184952978056,0.0
COL18A1,0.03571428571428571,0.04864864864864865,0.004708097928436911,0.125,0.0125,0.0,0.25,0.01567398119122257,0.0
FKBP3,0.17857142857142858,0.4540540540540541,0.21657250470809794,0.0,0.1625,0.0,0.25,0.2304075235109718,0.21428571428571427
CPSF2,0.07142857142857142,0.25405405405405407,0.09416195856873823,0.0,0.0625,0.06,0.0,0.05329153605015674,0.14285714285714285
IPO13,0.0,0.21081081081081082,0.046139359698681735,0.125,0.025,0.0,0.0,0.018808777429467086,0.0
PHAX,0.17857142857142858,0.41621621621621624,0.09416195856873823,0.125,0.15,0.0,0.0,0.10188087774294671,0.07142857142857142
MAP3K5,0.03571428571428571,0.23243243243243245,0.07344632768361582,0.125,0.0625,0.08,0.0,0.07993730407523511,0.07142857142857142
SLC25A11,0.10714285714285714,0.41081081081081083,0.17890772128060264,0.0,0.0375,0.0,0.0,0.09247648902821316,0.14285714285714285
CWC27,0.17857142857142858,0.22702702702702704,0.05743879472693032,0.0,0.075,0.0,0.0,0.05329153605015674,0.14285714285714285
LINC00663,0.0,0.010810810810810811,0.0009416195856873823,0.0,0.0,0.0,0.0,0.0109717868338558,0.0
SCAP,0.14285714285714285,0.372972972972973,0.060263653483992465,0.25,0.1,0.02,0.0,0.10344827586206896,0.14285714285714285
CLDND1,0.2857142857142857,0.5783783783783784,0.2297551789077213,0.375,0.4375,0.16,0.5,0.5156739811912225,0.42857142857142855
MSH5,0.0,0.02702702702702703,0.006591337099811676,0.0,0.0125,0.02,0.0,0.009404388714733543,0.0
PITPNM1,0.10714285714285714,0.41621621621621624,0.05273069679849341,0.0,0.075,0.02,0.0,0.07053291536050156,0.07142857142857142
UBL5,0.6428571428571429,0.9567567567567568,0.8709981167608286,0.75,0.5375,0.6,0.0,0.6332288401253918,0.8571428571428571
FBRS,0.25,0.5027027027027027,0.1713747645951036,0.0,0.075,0.06,0.0,0.13479623824451412,0.35714285714285715
TAGLN2,0.7142857142857143,0.772972972972973,0.6789077212806026,0.75,0.4875,0.32,0.75,0.5611285266457681,0.5714285714285714
