,B,Epithelial,Macrophages,Mast,NK,Neutrophil,Plasma,T,mDC
MAMDC4,0.0,0.07027027027027027,0.013182674199623353,0.0,0.0,0.0,0.0,0.01567398119122257,0.0
KIDINS220,0.07142857142857142,0.32972972972972975,0.0951035781544256,0.125,0.075,0.04,0.0,0.06269592476489028,0.07142857142857142
HRH1,0.0,0.14054054054054055,0.06591337099811675,0.0,0.0,0.0,0.0,0.0,0.07142857142857142
PLD2,0.0,0.15135135135135136,0.03672316384180791,0.0,0.025,0.0,0.0,0.012539184952978056,0.0
GCA,0.0,0.2918918918918919,0.4378531073446328,0.125,0.05,0.34,0.25,0.11442006269592477,0.42857142857142855
C9ORF66,0.07142857142857142,0.021621621621621623,0.026365348399246705,0.0,0.0,0.02,0.0,0.0109717868338558,0.0
TAF1C,0.07142857142857142,0.1837837837837838,0.05273069679849341,0.0,0.0625,0.0,0.25,0.032915360501567396,0.0
ARRDC3,0.17857142857142858,0.6216216216216216,0.6120527306967984,0.25,0.275,0.26,0.0,0.23510971786833856,0.14285714285714285
KHDC4,0.14285714285714285,0.3837837837837838,0.054613935969868174,0.0,0.1,0.02,0.0,0.06269592476489028,0.07142857142857142
CD244,0.0,0.0,0.002824858757062147,0.0,0.025,0.0,0.0,0.001567398119122257,0.07142857142857142
CCSAP,0.0,0.021621621621621623,0.02919020715630885,0.125,0.0625,0.0,0.0,0.034482758620689655,0.14285714285714285
TPM2,0.0,0.21081081081081082,0.01224105461393597,0.0,0.0125,0.0,0.0,0.006269592476489028,0.0
MFSD2A,0.03571428571428571,0.17297297297297298,0.0480225988700565,0.125,0.0,0.0,0.0,0.0,0.0
MGST1,0.03571428571428571,0.8864864864864865,0.4623352165725047,0.0,0.0,0.18,0.0,0.0109717868338558,0.07142857142857142
HLA-DPA1,0.9285714285714286,0.4972972972972973,0.835216572504708,0.25,0.45,0.42,0.25,0.3557993730407524,1.0
GPR34,0.10714285714285714,0.0,0.015065913370998116,0.375,0.0,0.0,0.0,0.0,0.07142857142857142
FOXN3-AS1,0.0,0.021621621621621623,0.006591337099811676,0.0,0.0,0.0,0.0,0.001567398119122257,0.0
MICAL3,0.17857142857142858,0.2648648648648649,0.00847457627118644,0.0,0.0125,0.02,0.0,0.025078369905956112,0.07142857142857142
ZDHHC3,0.14285714285714285,0.5243243243243243,0.16195856873822975,0.125,0.0875,0.04,0.25,0.11128526645768025,0.07142857142857142
TMEM161A,0.0,0.0972972972972973,0.031073446327683617,0.0,0.025,0.02,0.0,0.047021943573667714,0.07142857142857142
AC108488.1,0.0,0.016216216216216217,0.005649717514124294,0.0,0.0,0.0,0.0,0.003134796238244514,0.0
MAGT1,0.07142857142857142,0.44324324324324327,0.2033898305084746,0.25,0.15,0.08,0.0,0.13322884012539185,0.14285714285714285
TSR2,0.14285714285714285,0.3783783783783784,0.16101694915254236,0.125,0.125,0.04,0.0,0.1614420062695925,0.14285714285714285
AC006064.4,0.03571428571428571,0.032432432432432434,0.01224105461393597,0.0,0.0,0.0,0.0,0.004702194357366771,0.0
PHF11,0.4642857142857143,0.7837837837837838,0.64030131826742,0.625,0.5625,0.38,0.0,0.6598746081504702,0.2857142857142857
ZNF133,0.0,0.12432432432432433,0.01977401129943503,0.0,0.0,0.0,0.0,0.012539184952978056,0.0
DCTN5,0.14285714285714285,0.2864864864864865,0.19397363465160075,0.125,0.0125,0.06,0.0,0.0877742946708464,0.14285714285714285
MORN3,0.0,0.0972972972972973,0.0018832391713747645,0.0,0.025,0.0,0.0,0.02037617554858934,0.0
PPARA,0.07142857142857142,0.21081081081081082,0.027306967984934087,0.125,0.05,0.0,0.0,0.03134796238244514,0.0
AC245595.1,0.10714285714285714,0.15135135135135136,0.004708097928436911,0.0,0.0125,0.0,0.0,0.001567398119122257,0.0
TUBG2,0.03571428571428571,0.07567567567567568,0.014124293785310734,0.0,0.0375,0.0,0.0,0.02037617554858934,0.14285714285714285
NOL12,0.0,0.2,0.09133709981167608,0.0,0.05,0.02,0.0,0.0438871473354232,0.07142857142857142
RAE1,0.14285714285714285,0.15675675675675677,0.06685499058380415,0.0,0.0125,0.04,0.0,0.048589341692789965,0.14285714285714285
ELF3,0.0,0.9675675675675676,0.013182674199623353,0.0,0.0125,0.0,0.0,0.007836990595611285,0.0
ATP13A2,0.03571428571428571,0.4486486486486487,0.15160075329566855,0.125,0.0,0.02,0.0,0.054858934169279,0.0
TC2N,0.0,0.6108108108108108,0.004708097928436911,0.0,0.2625,0.0,0.0,0.2476489028213166,0.0
TMEM53,0.03571428571428571,0.34054054054054056,0.12335216572504708,0.25,0.025,0.04,0.0,0.01567398119122257,0.07142857142857142
CEACAM1,0.0,0.5135135135135135,0.010357815442561206,0.0,0.0,0.16,0.0,0.054858934169279,0.0
MAPK8IP3,0.10714285714285714,0.372972972972973,0.07250470809792843,0.125,0.15,0.02,0.0,0.08307210031347963,0.21428571428571427
U2AF2,0.25,0.41081081081081083,0.2137476459510358,0.0,0.2,0.06,0.0,0.18025078369905956,0.21428571428571427
NAIP,0.07142857142857142,0.13513513513513514,0.4001883239171375,0.0,0.05,0.24,0.0,0.05642633228840126,0.14285714285714285
ZNF141,0.03571428571428571,0.03783783783783784,0.01224105461393597,0.125,0.0125,0.0,0.0,0.05329153605015674,0.0
GLIS3,0.0,0.1891891891891892,0.009416195856873822,0.0,0.0,0.0,0.0,0.001567398119122257,0.0
CPSF1,0.14285714285714285,0.21081081081081082,0.06120527306967985,0.0,0.0875,0.02,0.0,0.07836990595611286,0.14285714285714285
SNHG10,0.07142857142857142,0.10270270270270271,0.010357815442561206,0.125,0.05,0.0,0.0,0.04231974921630094,0.14285714285714285
MDH1,0.2857142857142857,0.6324324324324324,0.3032015065913371,0.125,0.175,0.02,0.25,0.27899686520376177,0.2857142857142857
AP4S1,0.07142857142857142,0.04864864864864865,0.05555555555555555,0.0,0.0125,0.0,0.0,0.01567398119122257,0.0
SPATA17,0.0,0.14054054054054055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM151B,0.0,0.021621621621621623,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0
NHLRC1,0.0,0.016216216216216217,0.01224105461393597,0.0,0.0,0.0,0.0,0.001567398119122257,0.0
ZNHIT1,0.35714285714285715,0.6972972972972973,0.3625235404896422,0.625,0.2625,0.06,0.0,0.274294670846395,0.42857142857142855
ALDH1A1,0.03571428571428571,0.6270270270270271,0.03672316384180791,0.125,0.0125,0.0,0.0,0.006269592476489028,0.0
B3GLCT,0.0,0.05405405405405406,0.0160075329566855,0.0,0.0375,0.0,0.0,0.03134796238244514,0.07142857142857142
ZC3H4,0.0,0.1891891891891892,0.035781544256120526,0.0,0.0375,0.08,0.0,0.050156739811912224,0.0
SLMAP,0.25,0.5945945945945946,0.07627118644067797,0.125,0.0875,0.06,0.0,0.11912225705329153,0.0
FCGR3B,0.0,0.03783783783783784,0.044256120527306965,0.0,0.0125,0.26,0.25,0.0219435736677116,0.14285714285714285
GTSF1,0.0,0.0,0.004708097928436911,0.0,0.025,0.0,0.0,0.02821316614420063,0.0
HSCB,0.21428571428571427,0.2594594594594595,0.0687382297551789,0.125,0.0875,0.0,0.25,0.05956112852664577,0.07142857142857142
GPBAR1,0.0,0.0,0.16290018832391714,0.0,0.0,0.04,0.0,0.004702194357366771,0.0
CWC22,0.07142857142857142,0.15675675675675677,0.09792843691148775,0.0,0.075,0.02,0.0,0.05329153605015674,0.07142857142857142
CAPN5,0.0,0.3027027027027027,0.01224105461393597,0.0,0.0,0.0,0.0,0.003134796238244514,0.0
TROVE2,0.21428571428571427,0.2972972972972973,0.12052730696798493,0.0,0.1875,0.02,0.25,0.1865203761755486,0.14285714285714285
AL591895.1,0.0,0.08108108108108109,0.003766478342749529,0.0,0.0375,0.0,0.0,0.0109717868338558,0.0
ETV3,0.07142857142857142,0.21621621621621623,0.060263653483992465,0.0,0.05,0.0,0.0,0.034482758620689655,0.2857142857142857
TNFRSF12A,0.0,0.7621621621621621,0.04331450094161959,0.0,0.05,0.02,0.25,0.009404388714733543,0.14285714285714285
SOCS1,0.32142857142857145,0.3081081081081081,0.24293785310734464,0.875,0.45,0.16,0.25,0.5156739811912225,0.35714285714285715
ZNF428,0.14285714285714285,0.5459459459459459,0.10922787193973635,0.0,0.1625,0.02,0.25,0.14890282131661442,0.14285714285714285
FUT4,0.0,0.021621621621621623,0.11393596986817325,0.0,0.0,0.0,0.0,0.006269592476489028,0.0
PGGT1B,0.10714285714285714,0.22162162162162163,0.10357815442561205,0.125,0.0375,0.0,0.25,0.05642633228840126,0.0
LINC02384,0.07142857142857142,0.0,0.002824858757062147,0.0,0.0375,0.0,0.0,0.050156739811912224,0.0
TOGARAM1,0.17857142857142858,0.1837837837837838,0.023540489642184557,0.0,0.1,0.0,0.0,0.050156739811912224,0.0
THAP4,0.14285714285714285,0.3567567567567568,0.06779661016949153,0.125,0.0875,0.04,0.0,0.11442006269592477,0.0
SYNJ2BP,0.0,0.1783783783783784,0.01224105461393597,0.0,0.0375,0.0,0.0,0.006269592476489028,0.0
SH3GLB2,0.10714285714285714,0.745945945945946,0.03766478342749529,0.0,0.025,0.0,0.0,0.04231974921630094,0.0
FAM3C,0.32142857142857145,0.8,0.1591337099811676,0.125,0.1125,0.02,0.0,0.06896551724137931,0.07142857142857142
MAFIP,0.03571428571428571,0.043243243243243246,0.01224105461393597,0.125,0.0125,0.0,0.0,0.004702194357366771,0.07142857142857142
SFT2D2,0.25,0.32432432432432434,0.147834274952919,0.0,0.1125,0.02,0.0,0.10815047021943573,0.21428571428571427
MRPL43,0.14285714285714285,0.5459459459459459,0.20998116760828625,0.0,0.2375,0.06,0.25,0.21003134796238246,0.14285714285714285
NCK1-DT,0.0,0.07567567567567568,0.010357815442561206,0.0,0.0,0.0,0.0,0.02037617554858934,0.07142857142857142
AACS,0.03571428571428571,0.22702702702702704,0.030131826741996232,0.125,0.075,0.0,0.0,0.02821316614420063,0.0
HAGH,0.07142857142857142,0.5027027027027027,0.1534839924670433,0.125,0.175,0.02,0.0,0.18181818181818182,0.21428571428571427
UPP1,0.03571428571428571,0.41081081081081083,0.8606403013182674,0.375,0.475,0.5,0.25,0.5799373040752351,0.42857142857142855
ALG2,0.07142857142857142,0.4,0.21563088512241055,0.125,0.1375,0.06,0.0,0.1206896551724138,0.35714285714285715
PAFAH2,0.0,0.12432432432432433,0.018832391713747645,0.0,0.0,0.0,0.0,0.01567398119122257,0.0
CCL5,0.10714285714285714,0.07567567567567568,0.06685499058380415,0.0,0.7875,0.02,0.25,0.5736677115987461,0.0
ZNF852,0.0,0.016216216216216217,0.003766478342749529,0.0,0.0,0.0,0.0,0.0109717868338558,0.0
ADI1,0.17857142857142858,0.5459459459459459,0.19491525423728814,0.25,0.0625,0.02,0.0,0.1238244514106583,0.14285714285714285
RARA,0.17857142857142858,0.2702702702702703,0.2777777777777778,0.0,0.075,0.16,0.0,0.15203761755485892,0.14285714285714285
IP6K2,0.07142857142857142,0.6756756756756757,0.10734463276836158,0.25,0.1,0.06,0.0,0.10501567398119123,0.07142857142857142
SLBP,0.39285714285714285,0.5513513513513514,0.2975517890772128,0.125,0.175,0.12,0.0,0.21630094043887146,0.35714285714285715
SHARPIN,0.14285714285714285,0.5297297297297298,0.1760828625235405,0.0,0.2125,0.06,0.0,0.15517241379310345,0.21428571428571427
LPP,0.10714285714285714,0.6432432432432432,0.14595103578154425,0.125,0.0875,0.08,0.0,0.07836990595611286,0.07142857142857142
RORA-AS1,0.03571428571428571,0.021621621621621623,0.003766478342749529,0.0,0.0,0.0,0.0,0.003134796238244514,0.0
CALR,0.42857142857142855,0.8378378378378378,0.7890772128060264,0.375,0.5875,0.3,0.0,0.5705329153605015,0.6428571428571429
HSH2D,0.4642857142857143,0.7081081081081081,0.2711864406779661,0.125,0.4875,0.22,0.0,0.32445141065830724,0.2857142857142857
RHOB,0.42857142857142855,0.8540540540540541,0.6619585687382298,0.375,0.2875,0.26,0.25,0.16300940438871472,0.2857142857142857
ZNF749,0.14285714285714285,0.11351351351351352,0.009416195856873822,0.125,0.0625,0.02,0.0,0.032915360501567396,0.0
FAM225A,0.0,0.0,0.006591337099811676,0.0,0.0,0.0,0.0,0.0,0.0
PICALM,0.17857142857142858,0.5405405405405406,0.3832391713747646,0.25,0.075,0.22,0.0,0.14733542319749215,0.21428571428571427
PMS1,0.03571428571428571,0.14054054054054055,0.03954802259887006,0.125,0.0875,0.0,0.0,0.10815047021943573,0.14285714285714285
AIF1,0.03571428571428571,0.043243243243243246,0.8775894538606404,0.0,0.0,0.54,0.0,0.04075235109717868,0.35714285714285715
HSPA1A,0.14285714285714285,0.7351351351351352,0.7862523540489642,0.5,0.2125,0.52,0.0,0.21630094043887146,0.5
LAS1L,0.07142857142857142,0.14054054054054055,0.0423728813559322,0.125,0.0375,0.02,0.0,0.06269592476489028,0.0
PI4KB,0.14285714285714285,0.3621621621621622,0.1497175141242938,0.125,0.1,0.02,0.25,0.11128526645768025,0.07142857142857142
SMC2,0.07142857142857142,0.11891891891891893,0.021657250470809793,0.0,0.0,0.0,0.0,0.04231974921630094,0.0
MTX1,0.14285714285714285,0.42702702702702705,0.23069679849340866,0.125,0.1125,0.08,0.0,0.08150470219435736,0.14285714285714285
TMEM231,0.03571428571428571,0.1891891891891892,0.0009416195856873823,0.0,0.0,0.0,0.0,0.007836990595611285,0.0
DHX15,0.21428571428571427,0.572972972972973,0.1591337099811676,0.375,0.1,0.1,0.25,0.1238244514106583,0.0
ADAM17,0.14285714285714285,0.3621621621621622,0.3898305084745763,0.0,0.025,0.2,0.0,0.061128526645768025,0.14285714285714285
MTREX,0.10714285714285714,0.23783783783783785,0.06497175141242938,0.0,0.125,0.04,0.0,0.061128526645768025,0.0
ATXN7-1,0.0,0.010810810810810811,0.004708097928436911,0.0,0.0125,0.0,0.0,0.02664576802507837,0.0
GIMAP2,0.14285714285714285,0.08108108108108109,0.1807909604519774,0.25,0.275,0.1,0.0,0.24921630094043887,0.0
DNM2,0.10714285714285714,0.4756756756756757,0.4058380414312618,0.125,0.225,0.2,0.0,0.18181818181818182,0.14285714285714285
ZNF22,0.25,0.1783783783783784,0.1751412429378531,0.5,0.225,0.02,0.5,0.16927899686520376,0.21428571428571427
ZNF555,0.03571428571428571,0.03783783783783784,0.017890772128060263,0.125,0.0125,0.0,0.0,0.0109717868338558,0.0
MT-CO1,0.9285714285714286,0.9405405405405406,0.975517890772128,1.0,1.0,0.82,0.75,1.0,0.7857142857142857
CNIH4,0.10714285714285714,0.7243243243243244,0.623352165725047,0.25,0.1,0.32,0.0,0.13949843260188088,0.07142857142857142
BCO2,0.0,0.10270270270270271,0.004708097928436911,0.0,0.0125,0.02,0.0,0.006269592476489028,0.0
ATXN7L3,0.03571428571428571,0.2756756756756757,0.1111111111111111,0.0,0.05,0.06,0.0,0.03134796238244514,0.07142857142857142
THBS3,0.0,0.0972972972972973,0.03766478342749529,0.0,0.0,0.0,0.0,0.017241379310344827,0.07142857142857142
ATG7,0.03571428571428571,0.11891891891891893,0.1007532956685499,0.0,0.0125,0.04,0.0,0.02821316614420063,0.0
DUS2,0.21428571428571427,0.10270270270270271,0.01694915254237288,0.125,0.0,0.0,0.0,0.017241379310344827,0.0
NLN,0.0,0.14054054054054055,0.08286252354048965,0.0,0.0,0.02,0.0,0.001567398119122257,0.0
SPPL3,0.10714285714285714,0.35135135135135137,0.10357815442561205,0.0,0.0125,0.1,0.0,0.05642633228840126,0.0
KLHL42,0.03571428571428571,0.17297297297297298,0.011299435028248588,0.0,0.025,0.0,0.0,0.03134796238244514,0.0
DPCD,0.0,0.2648648648648649,0.004708097928436911,0.0,0.0,0.0,0.0,0.0,0.0
ZNF763,0.03571428571428571,0.03783783783783784,0.011299435028248588,0.0,0.0,0.02,0.0,0.0,0.0
LINC00894,0.0,0.010810810810810811,0.004708097928436911,0.125,0.0,0.0,0.0,0.006269592476489028,0.0
P2RY11,0.0,0.05405405405405406,0.038606403013182675,0.0,0.0125,0.0,0.0,0.0219435736677116,0.07142857142857142
SLC25A44,0.0,0.05945945945945946,0.051789077212806026,0.0,0.0,0.02,0.0,0.023510971786833857,0.0
C8ORF76,0.17857142857142858,0.4918918918918919,0.17231638418079095,0.0,0.1125,0.04,0.0,0.05642633228840126,0.14285714285714285
TTC13,0.0,0.032432432432432434,0.010357815442561206,0.0,0.0625,0.0,0.0,0.050156739811912224,0.0
TYSND1,0.14285714285714285,0.15675675675675677,0.018832391713747645,0.0,0.0875,0.0,0.0,0.04231974921630094,0.0
LINC00526,0.07142857142857142,0.021621621621621623,0.003766478342749529,0.0,0.0125,0.0,0.0,0.0219435736677116,0.0
ZNF132,0.0,0.016216216216216217,0.0009416195856873823,0.0,0.0,0.0,0.0,0.001567398119122257,0.07142857142857142
ATP11C,0.07142857142857142,0.08108108108108109,0.038606403013182675,0.0,0.0375,0.0,0.0,0.03134796238244514,0.0
ATXN1L,0.07142857142857142,0.1783783783783784,0.03766478342749529,0.125,0.025,0.02,0.0,0.03761755485893417,0.07142857142857142
MAGOH,0.25,0.5135135135135135,0.3804143126177024,0.375,0.2625,0.12,0.0,0.2774294670846395,0.2857142857142857
HDAC4,0.0,0.07567567567567568,0.04990583804143126,0.25,0.0625,0.04,0.0,0.05642633228840126,0.14285714285714285
TUBA1A,0.35714285714285715,0.3837837837837838,0.3615819209039548,0.75,0.55,0.22,0.25,0.46865203761755486,0.5
PLXDC2,0.0,0.021621621621621623,0.19491525423728814,0.25,0.0125,0.14,0.0,0.003134796238244514,0.07142857142857142
FLYWCH2,0.17857142857142858,0.25405405405405407,0.0480225988700565,0.0,0.1125,0.0,0.0,0.07836990595611286,0.0
YAF2,0.07142857142857142,0.23243243243243245,0.0903954802259887,0.25,0.1,0.04,0.0,0.11128526645768025,0.07142857142857142
CHMP1A,0.10714285714285714,0.5135135135135135,0.2598870056497175,0.375,0.125,0.1,0.25,0.11442006269592477,0.07142857142857142
ADAT1,0.0,0.11891891891891893,0.03389830508474576,0.0,0.0125,0.0,0.0,0.034482758620689655,0.07142857142857142
CRTC1,0.0,0.05405405405405406,0.032015065913371,0.0,0.025,0.0,0.0,0.032915360501567396,0.0
ZNF688,0.10714285714285714,0.3027027027027027,0.10922787193973635,0.125,0.1375,0.08,0.0,0.10031347962382445,0.07142857142857142
GEMIN6,0.03571428571428571,0.22162162162162163,0.05273069679849341,0.25,0.05,0.0,0.0,0.034482758620689655,0.0
JADE2,0.17857142857142858,0.24864864864864866,0.07156308851224105,0.25,0.15,0.02,0.0,0.14733542319749215,0.14285714285714285
FHIT,0.07142857142857142,0.08648648648648649,0.006591337099811676,0.0,0.0,0.0,0.0,0.006269592476489028,0.0
NREP,0.0,0.005405405405405406,0.05273069679849341,0.0,0.0,0.0,0.0,0.0,0.0
NGRN,0.14285714285714285,0.6324324324324324,0.1694915254237288,0.0,0.1,0.04,0.0,0.17711598746081506,0.21428571428571427
AC020915.3,0.0,0.04864864864864865,0.018832391713747645,0.0,0.0375,0.02,0.0,0.034482758620689655,0.0
TMEM170A,0.25,0.42162162162162165,0.18832391713747645,0.0,0.2125,0.08,0.0,0.16614420062695925,0.21428571428571427
MSRA,0.03571428571428571,0.23783783783783785,0.14595103578154425,0.25,0.0375,0.06,0.0,0.017241379310344827,0.07142857142857142
ARL6IP1,0.25,0.6486486486486487,0.532015065913371,0.5,0.225,0.34,0.0,0.2476489028213166,0.42857142857142855
PIK3R3,0.0,0.22702702702702704,0.006591337099811676,0.125,0.0125,0.0,0.0,0.003134796238244514,0.0
PRKAR2A,0.07142857142857142,0.35135135135135137,0.07156308851224105,0.0,0.125,0.06,0.0,0.07053291536050156,0.14285714285714285
CDAN1,0.03571428571428571,0.043243243243243246,0.007532956685499058,0.0,0.0125,0.0,0.0,0.0109717868338558,0.0
SUGP1,0.10714285714285714,0.24864864864864866,0.09416195856873823,0.0,0.0375,0.02,0.0,0.05329153605015674,0.07142857142857142
CCDC25,0.21428571428571427,0.44324324324324327,0.128060263653484,0.0,0.125,0.06,0.0,0.13166144200626959,0.0
AC007383.2,0.0,0.05945945945945946,0.011299435028248588,0.0,0.0375,0.0,0.0,0.03605015673981191,0.0
CPLANE1,0.07142857142857142,0.2702702702702703,0.013182674199623353,0.125,0.05,0.0,0.0,0.03134796238244514,0.14285714285714285
LAPTM4A,0.32142857142857145,0.8864864864864865,0.7052730696798494,0.75,0.2,0.3,0.25,0.2335423197492163,0.35714285714285715
PLOD3,0.03571428571428571,0.1945945945945946,0.1864406779661017,0.0,0.0375,0.08,0.0,0.06583072100313479,0.0
GPAT4,0.14285714285714285,0.2864864864864865,0.0847457627118644,0.375,0.075,0.04,0.0,0.07836990595611286,0.21428571428571427
IGFLR1,0.5357142857142857,0.03783783783783784,0.3606403013182674,0.5,0.1875,0.12,0.25,0.1426332288401254,0.5
CASP8AP2,0.14285714285714285,0.15675675675675677,0.054613935969868174,0.0,0.1375,0.0,0.0,0.10031347962382445,0.0
PHF21A,0.14285714285714285,0.21081081081081082,0.051789077212806026,0.0,0.0375,0.08,0.0,0.08620689655172414,0.07142857142857142
GRIPAP1,0.14285714285714285,0.35135135135135137,0.1760828625235405,0.0,0.0875,0.04,0.0,0.14420062695924765,0.14285714285714285
ZNF664,0.07142857142857142,0.5297297297297298,0.02071563088512241,0.25,0.025,0.0,0.0,0.05956112852664577,0.0
PARP8,0.32142857142857145,0.41621621621621624,0.09698681732580038,0.25,0.5875,0.12,0.25,0.5454545454545454,0.14285714285714285
IFT80,0.07142857142857142,0.13513513513513514,0.004708097928436911,0.125,0.0,0.0,0.0,0.03761755485893417,0.07142857142857142
MLF2,0.39285714285714285,0.7513513513513513,0.4284369114877589,0.75,0.225,0.24,0.0,0.2507836990595611,0.6428571428571429
L1TD1,0.0,0.005405405405405406,0.00847457627118644,0.0,0.0125,0.0,0.0,0.001567398119122257,0.07142857142857142
ANKRD36,0.07142857142857142,0.1837837837837838,0.02448210922787194,0.125,0.0375,0.0,0.0,0.10658307210031348,0.0
FAHD2A,0.07142857142857142,0.17297297297297298,0.03672316384180791,0.125,0.0375,0.0,0.0,0.03605015673981191,0.14285714285714285
LPAR3,0.0,0.11891891891891893,0.003766478342749529,0.0,0.0,0.0,0.0,0.006269592476489028,0.0
POLR2J,0.5,0.6918918918918919,0.3644067796610169,0.375,0.2125,0.08,0.0,0.2852664576802508,0.5
TMEM87A,0.25,0.4918918918918919,0.19303201506591336,0.125,0.125,0.04,0.0,0.1786833855799373,0.14285714285714285
GNA13,0.14285714285714285,0.2810810810810811,0.3822975517890772,0.125,0.1875,0.18,0.0,0.13793103448275862,0.2857142857142857
CPOX,0.07142857142857142,0.14594594594594595,0.02824858757062147,0.0,0.0625,0.02,0.0,0.06739811912225706,0.07142857142857142
THAP7-AS1,0.03571428571428571,0.08648648648648649,0.011299435028248588,0.0,0.025,0.0,0.0,0.02664576802507837,0.0
ZUP1,0.07142857142857142,0.13513513513513514,0.05743879472693032,0.125,0.0375,0.04,0.0,0.045454545454545456,0.14285714285714285
POM121C,0.03571428571428571,0.3027027027027027,0.07344632768361582,0.125,0.0875,0.02,0.25,0.07210031347962383,0.14285714285714285
